sample,mean_COI,median_COI,sd_COI,Quartile_0.025,Quartile_0.975,,region,country
PD1399-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1400-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1402-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1403-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1404-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1405-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1406-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1407-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1409-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1411-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1412-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1413-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1414-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1415-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1417-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1418-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1419-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1420-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1421-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1422-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1426-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1427-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1428-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1430-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1434-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD1436-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1437-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD1438-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1440-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD1443-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1451-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD1457-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1462-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1464-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1465-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1466-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1470-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1472-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1474-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1475-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD1476-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1478-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1479-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1480-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1482-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1483-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1484-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1485-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1486-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1487-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1489-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1490-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1491-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1493-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1494-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD1496-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1497-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1498-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1499-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1501-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD1502-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD1503-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1504-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD1505-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1507-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1508-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1510-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1511-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1512-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1513-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1514-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1515-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PD1516-C,2,2,0,2,2,Ploidy2,South East Asia West,Thailand
PD1518-C,1,1,0,1,1,Ploidy2,South East Asia West,Thailand
PE0002-CW,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0009-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0009-CW,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0010-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0011-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0012-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0013-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0016-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0017-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0017-CW,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0018-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0019-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0020-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0021-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0022-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0023-C,2,2,0.03162,2,2,Ploidy2,East Africa,Tanzania
PE0024-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0025-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0027-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0028-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0030-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0087-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0088-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0089-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0090-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0091-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0092-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0093-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0096-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0098-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0102-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0103-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0105-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0108-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0109-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0111-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0113-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0114-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0115-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0116-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0117-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0119-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0121-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0122-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0123-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0124-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0125-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0126-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0127-C,5,5,0.0447,5,5,Ploidy2,East Africa,Tanzania
PE0128-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0129-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0130-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0131-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0132-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0133-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0134-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0135-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0136-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0137-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0138-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0139-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0140-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0141-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0142-C,3,3,0.0447,3,3,Ploidy2,East Africa,Tanzania
PE0143-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0144-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0145-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0146-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0147-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0148-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0149-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0151-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0153-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0156-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0157-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0158-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0159-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0160-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0161-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0162-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0163-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0164-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0166-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0170-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0172-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0173-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0177-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0178-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0179-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0180-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0181-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0182-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0184-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0185-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0186-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0187-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0189-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0190-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0191-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0192-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0195-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0197-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0198-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0199-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0200-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0201-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0202-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0203-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0205-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0206-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0207-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0208-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0209-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0210-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0212-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0213-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0215-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0216-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0218-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0219-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0221-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0223-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0224-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0225-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0226-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0227-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0228-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0229-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0230-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0231-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0232-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0234-C,3,3,0.11333,3,3,Ploidy2,East Africa,Tanzania
PE0237-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0241-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0242-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0244-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0245-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0247-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0251-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0252-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0253-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0254-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0255-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0256-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0258-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0259-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0261-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0262-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0264-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0265-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0266-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0267-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0268-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0269-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0270-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0271-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0272-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0273-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0274-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0275-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0276-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0277-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0278-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0279-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0281-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0282-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0283-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0284-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0285-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0286-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0288-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0290-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0291-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0292-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0294-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0296-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0297-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0298-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0299-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0300-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0301-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0302-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0303-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0305-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0307-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0308-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0309-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0310-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0311-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0312-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0314-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0315-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0317-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0318-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0319-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0324-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0327-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0329-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0330-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0332-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0333-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0335-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0336-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0337-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0338-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0339-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0340-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0341-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0342-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0343-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0347-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0348-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0349-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0350-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0351-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0354-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0357-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0358-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0361-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0362-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0363-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0366-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0367-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0368-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0369-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0370-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0371-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0372-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0373-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0375-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0376-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0377-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0378-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0379-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0382-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0383-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0385-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0386-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0387-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0390-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0391-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0393-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0395-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0397-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0399-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0400-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0401-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0403-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0404-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0405-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0406-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0408-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0409-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0411-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0412-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0415-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0416-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0417-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0418-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0419-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0420-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0421-C,2,2,0.22214,2,3,Ploidy2,East Africa,Tanzania
PE0423-C,5,5,0,5,5,Ploidy2,East Africa,Tanzania
PE0424-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0425-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0426-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0427-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0428-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0429-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0430-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0431-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0432-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0434-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0435-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0436-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0437-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0438-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0439-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0440-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0441-C,4,4,0,4,4,Ploidy2,East Africa,Tanzania
PE0442-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0444-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0445-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0447-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0448-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0452-C,5,5,0.49331,4,5,Ploidy2,East Africa,Tanzania
PE0453-C,4,4,0,4,4,Ploidy2,East Africa,Tanzania
PE0454-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0455-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0456-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0460-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0462-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0465-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0466-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0467-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0468-C,3,3,0,3,3,Ploidy2,East Africa,Tanzania
PE0469-C,4,4,0,4,4,Ploidy2,East Africa,Tanzania
PE0470-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0471-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0473-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0476-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0477-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0479-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0480-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0482-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0483-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0485-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0487-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0490-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0492-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0493-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0494-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0496-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0499-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0500-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0501-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0504-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0505-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0506-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
PE0508-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0510-C,1,1,0,1,1,Ploidy2,East Africa,Tanzania
PE0512-C,2,2,0,2,2,Ploidy2,East Africa,Tanzania
