sample,mean_COI,median_COI,sd_COI,Quartile_0.025,Quartile_0.975,,region,country
PH0146-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0147-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0148-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0149-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0150-CW,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0151-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0152-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0153-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0155-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0156-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0157-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0161-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0163-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0164-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0165-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0167-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0169-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0171-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0172-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0173-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0191-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0192-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0193-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0194-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0195-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0196-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0197-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0198-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0199-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0200-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0201-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0202-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0203-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0204-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0205-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0206-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0207-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0208-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0209-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0210-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0211-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0212-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0213-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0217-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0218-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0221-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0222-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0223-CW,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0224-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0225-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0227-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0228-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0229-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0232-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0233-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0234-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0235-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0236-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0237-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0238-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0239-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0240-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0241-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0242-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0243-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0244-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0245-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0246-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0247-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0248-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0249-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0250-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0251-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0252-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0253-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0254-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0255-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0256-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0257-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0258-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0259-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0260-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0261-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0262-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0263-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0264-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0265-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0266-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0267-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0268-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0269-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0270-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0271-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0272-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0273-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0274-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0275-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0276-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0277-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0278-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0279-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0280-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0281-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0282-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0283-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0284-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0285-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0286-CW,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0287-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0288-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0289-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0290-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0291-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0292-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0293-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0295-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0296-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0297-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0298-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0299-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0300-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0301-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0302-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0303-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0304-C,2,2,0.25015,1,2,Ploidy2,South East Asia East,Cambodia
PH0305-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0306-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0307-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0308-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0321-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0322-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0323-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0324-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0325-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0326-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0327-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0328-C,1,1,0.19369,1,2,Ploidy2,South East Asia East,Cambodia
PH0329-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0330-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0331-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0332-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0333-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0334-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0335-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0336-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0337-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0338-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0339-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0340-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0341-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0342-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0343-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0344-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0345-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0346-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0347-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0348-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0349-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0350-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0351-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0352-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0353-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0354-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0355-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0356-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0357-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0358-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0359-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0360-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0361-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0362-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0363-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0364-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0365-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0366-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0367-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0368-C,3,3,0,3,3,Ploidy2,South East Asia East,Cambodia
PH0369-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0370-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0371-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0372-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0373-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0374-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0375-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0376-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0377-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0378-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0379-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0380-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0381-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0382-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0383-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0384-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0385-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0386-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0387-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0388-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0389-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0390-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0391-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0392-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0393-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0394-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0395-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0396-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0397-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0398-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0399-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0400-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0401-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0402-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0403-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0404-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0405-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0406-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0407-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0408-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0409-CW,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0410-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0411-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0412-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0413-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0414-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0415-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0416-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0418-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0420-CW,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0421-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0422-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0423-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0424-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0425-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0426-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0427-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0428-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0429-C,4,4,0,4,4,Ploidy2,South East Asia East,Cambodia
PH0430-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0431-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0432-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0433-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0434-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0436-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0437-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0438-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0439-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0440-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0441-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0442-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0443-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0444-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0445-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0446-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0447-C,1,1,0.45849,1,2,Ploidy2,South East Asia East,Cambodia
PH0448-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0449-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0450-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0451-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0452-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0453-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0454-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0455-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0456-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0457-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0458-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0459-CW,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0460-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0461-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0462-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0463-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0464-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0465-CW,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0466-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0467-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0468-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0469-CW,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0470-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0471-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0472-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0473-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0474-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0475-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0476-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0477-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0478-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0479-CW,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0480-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0481-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0482-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0483-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0484-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0485-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0486-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0487-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0488-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0489-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0490-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0493-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0493-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0494-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0495-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0495-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0496-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0496-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0497-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0497-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0498-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0498-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0499-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0499-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0500-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0501-CW,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0502-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0503-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0504-C,3,3,0.38604,2,3,Ploidy2,South East Asia East,Cambodia
PH0505-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0506-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0507-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0508-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0510-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0511-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0512-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0513-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0514-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0515-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0516-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0517-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0518-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0519-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0520-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0521-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0522-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0523-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0524-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0525-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0526-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0527-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0528-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0529-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0530-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0531-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0532-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0533-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0534-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0535-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0536-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0537-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0538-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0539-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0540-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0541-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0542-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0543-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0544-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0545-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0546-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0547-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0548-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0549-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0550-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0551-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0552-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0553-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0554-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0555-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0556-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0557-C,2,2,0,2,2,Ploidy2,South East Asia East,Cambodia
PH0558-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0559-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0560-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0561-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0562-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0563-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0564-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0565-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
PH0566-C,1,1,0,1,1,Ploidy2,South East Asia East,Cambodia
